,0
208,"Error while trying to write CSV file
"
209,"List of selected task lists
"
210,"Error writing XCF:
"
211,"720 x 360 DPI FOL2 Unidirectional
"
212,"Filled circle Draw a filled circle
"
213,"Sort data in ascending order
"
214,"Send messages through Outbox folder
"
215,"Find the red duck
"
216,"String to identify layer names or layerstack position numbers. Example: 0,3-5
"
217,"Stop Loading All Tabs in This Window
"
218,"Kopete Video and Audio Device Settings
"
219,"0, 1: Quick colors, full ambient lighting only
"
220,"Tests if an integer is even
"
221,"Default directory to download to.
"
222,"Sender has delegated this request for the journal
"
223,"the standard action
"
224,"The a element denotes an anchor --a hypertext link or the destination of a link. The HREF attribute specifies a hypertext link to another wml document.
"
225,"Ruleset Filtered Messages: 
"
226,"Image backend for Okular
"
227,"Torture-test an application by setting and unsetting a bunch of values of different types for keys on the command line.
"
228,"Create a Task
"
229,"Create a new task.
"
230,"Classic robots with super-safe moves
"
231,"Sort in a descending order
"
232,"Optional worksheet files to load
"
233,"Could not load the catalog
"
234,"Updating Search Folders for
"
235,"Deform the cage to deform the image
"
236,"This name can be set if you want a custom name for the trash icon on the desktop.
"
237,"For end-user certificates/ keys:
"
238,"** no video **
"
239,"Password required.
"
240,"Goes to previous check box.
"
241,"FALSE removes outside bevel from entry
"
242,"Reverse the entries in the entry list
"
243,"Help me finish the final mode
"
244,"Configures the Null Conduit for KPilot
"
245,"Exact match text in search entry
"
246,"D-BUS remote control disabled.
"
247,"Double Any Total
"
248,"Are you sure you want to remove the source from the project?
"
249,"Remember all output produced by the terminal
"
250,"There is nothing on the clipboard to paste.
"
251,"The web site is using low-grade encryption for the page you are viewing.
"
252,"No extended input devices
"
253,"Create or edit Search Folder definitions
"
254,"Copy to Collection
"
255,"Do not announce when your buddies are typing.
"
256,"The index of folderseems to be out of date. To prevent message corruption the index will be regenerated. As a result deleted messages might reappear and status flags might be lost. Please read the corresponding entry in the FAQ section of the manual of KMail for information about how to prevent this problem from happening again.
"
257,"Reading core properties...
"
258,"... that pressing the Ctrl and Alt keys while selecting text will let Konsole select columns?
"
259,"Failed to create tables in database.
"
260,"INDI Server Final Port
"
261,"The network device ""()"" does not support wireless scanning.
"
262,"Merge imported paths
"
263,"invalid comment
"
264,"The font used to display the contents of books.
"
265,"Switches to data view.
"
266,"No file name entered
"
267,"Adds text files to your handheld, suitable for DOC readers.
"
268,"Open the focused messages
"
269,"Messages list
"
270,"Reply...
"
271,"Could not parse PGP message: Unknown error
"
272,"Change the current working directory
"
273,"Use single threshold value
"
274,"Category editor not available.
"
275,"Average bitrate specified
"
276,"Copy Named...
"
277,"This file is corrupted or not well built.
"
278,"You don't have enough permissions to read the file.
"
279,"Light source Z direction in XYZ space
"
280,"Copyright © 2004-2007 Alex Graveley Copyright © 2004-2010 Others
"
281,"Sets how long before the event occurs the reminder will be triggered.
"
282,"Returns the nth Lucas number
"
283,"Rename the selected image file.
"
284,"File is not a valid .desktop file
"
285,"digiKam plugin to inpaint a photograph
"
286,"Include alternate geometries
"
287,"When enabled, the sample points are visible by default. This can also be toggled with the ""View->Show Sample Points"" command.
"
288,"Select source planet...
"
289,"Speak object mnemonics
"
290,"Unsupported protocol
"
291,"If this option is enabled, the original image will be shown.
"
292,"requested size: 
"
293,"Applet for activating and monitoring a dial-up network connection.
"
294,"Left Margin. This spinbox/ text edit field lets you control the left margin of your printout if the printing application does not define its margins internally. The setting works for instance for ASCII text file printing, or for printing from KMail and and Konqueror. 
"
295,"Note: This margin setting is not intended for KOffice or OpenOffice.org printing, because these applications (or rather their users) are expected to do it by themselves. It also does not work for PostScript or PDF file, which in most cases have their margins hardcoded internally.
"
296,"Skype Work Name 3
"
297,"Select the color scheme you prefer by clicking on the corresponding radio button
"
298,"Default identity information
"
299,"Open a dialog to specify the color
"
300,"Untitled appointment
"
301,"Max. number of clipping planes
"
302,"Whether the item should receive extra space when the toolbar grows
"
303,"File Wizard
"
304,"The page information shown in the history view. Valid values in the list are ""ViewTitle"", ""ViewAddress"" and ""ViewDateTime"".
"
305,"Create or replace onionskin layer(s) in all frames of the selected frame range
"
306,"Displays choices of format for the fraction, date or time formats.
"
307,"Do you grant Java applet with certificate(s):
"
308,"The requested offset is invalid.
"
309,"GConf key unset
"
310,"OpenPGP Message - Valid Signature with Untrusted Key
"
311,"This key defines the window height, and it's used to remember the size of the search tool between sessions. Setting it to -1 will make the search tool use the default height.
"
312,"Note: Expiry action will be applied immediately after confirming settings.
"
313,"Send output to a file or BARpipe
"
314,"Missing argument(s). Usage: < from > []
"
315,"At date/ time:
"
316,"Create an image filled with a topographic map pattern
"
317,"Mask Unselected Areas
"
318,"L* a* b* Histogram
"
319,"The signature generator program produced the following output: 
"
320,"^Install Ubuntu Studio
"
321,"A floating point value (greater 0)
"
322,"No files in archive
"
323,"Many plot types for charting engine.
"
324,"Key has been superseded
"
325,"GNOME App Datadir
"
326,"Negate this condition
"
327,"Whether to always encrypt to default key
"
328,"The font to be used when printing a definition.
"
329,"Detailed new mail notification
"
330,"Error subscribing to folder
"
331,"This is the delay after which the window that the mouse pointer is over will automatically come to the front.
"
332,"Do you really want to remove? This will only remove the group, and not the actual fonts.
"
333,"Backup Evolution data and settings to an archive file
"
334,"Please enter an integer value > = 
"
335,"The current password does not match the existing password for your account. Please enter the correct password
"
336,"There was an error parsing the default action command associated with this location.
"
337,"Output File Name and Path: The ""Output file:"" shows you where your file will be saved if you decide to ""Print to File"" your job, using one of the KDE Special Printers named ""Print to File (PostScript)"" or ""Print to File (PDF)"". Choose a name and location that suits your need by using the button and/ or editing the line on the right.
"
338,"The file  is a public key. Do you want to import it?
"
339,"-------- Forwarded Message --------
"
340,"Manage your saved searches
"
341,"Unable to load/ save configuration. Wrong permissions on home folder? You should close KNode now to avoid data loss.
"
342,"Jump to Process Debugging This One
"
343,"Tux is in trouble, and needs to take his boat through a lock. Help Tux and find out how a canal lock works.
"
344,"You can use the standard system bell (PC speaker) or a more sophisticated system notification, see the ""System Notifications"" control module for the ""Something Special Happened in the Program"" event.
"
345,"File exists but is not a regular file.
"
346,"Unsubscribing from folder
"
347,"Not a valid Key Server address.
"
348,"resize file system
"
349,"View this document full-screen.
"
350,"of pages printed
"
351,"Many email systems add an Apparently-To header to messages that only have BCC recipients. This header, if added, will list all of your recipients to your message anyway. To avoid this, you should add at least one To: or CC: recipient.
"
352,"Import bookmarks from a file in Mozilla format
"
353,"Improvements and more code cleanups
"
354,"# Set and get brightness options of the system. # - If the'set 'option is specified, the brightness is # set to'value' (as a percentage) # - If the'get 'option is specified, the current brightness # is returned (as a percentage)'
"
355,"Select Bottom Layer
"
356,"Select Project's Caption & Database Name
"
357,"& Default graphics mode on text console:
"
358,"Here you can see the image selection preview with red eye reduction applied.
"
359,"plug-in needs an alpha channel
"
360,"Confirm transfer delete
"
361,"Save as
"
362,"Named after the city of Magnesia
"
363,"Grown-up Mode
"
364,"Examination of recipient's signing preferences showed no common type of signature matching your available signing keys. Send message without signing?
"
365,"First, four small caps are placed at the four ends of the separation beaker. Then, whilst distilling, the beaker is turned by 60 degrees after a certain temperate has been reached. In doing so, at the end of the distillation, all four caps contain a specific liquid, depending on the boiling point of the liquid distilled.
"
366,"The game is draw.
"
367,"View or hide the statusbar of this window
"
368,"Conduits initialization failed, aborting operation
"
369,"Missing element: .
"
370,"Window Options
"
371,"Display color selection dialog
"
372,"Unable to remove source
"
373,"Fatal error: failed to get object reference for ConfigDatabase
"
374,"Cannot remove file : 
"
375,"Include the original author's signature in replies
"
376,"This key determines if the ""Size at most"" search option is selected when the search tool is started.
"
377,"ú (#250;) Small u, acute accent
"
378,"RAW image file
"
379,"Control Rhythmbox using an infrared remote control
"
380,"& Locked Position
"
381,"Components for circuit diagrams
"
382,"Couldn't parse layout: no row number specified
"
383,"The program was started by kdeinit
"
384,"Puerto Baquerizo Moreno
"
385,"The vector-field. Left-click to move selected vector, Right-click to point it towards mouse, Middle-click to add a new vector.
"
386,"Your password will expire in 7 days...
"
387,"sent to
"
388,"Create a new default package view
"
389,"Vertically aligned powersource
"
390,"Toggle Fullscreen
"
391,"[OPTIONS...] [FILE...] Available options:
"
392,"Acceleration multiplier for mouse motion. A value of -1 is the system default.
"
393,"Width of the rendered text
"
394,"You can only run 'Recompose' if the active image was originally produced by 'Decompose'.
"
395,"Abort Current Operation
"
396,"& Page break between groups
"
397,"Select program to play DVDs
"
398,"Go to the next bookmarked page
"
399,"Dasher socket input: failed to launch reader thread.
"
400,"Rotate the image 90 degrees to the left
"
401,"Use the command line
"
402,"LDAP server did not respond with valid schema information.
"
403,"Could not open ~/.xsession-errors
"
404,"Construct a regular polygon with this vertex
"
405,"POP3 error: cannot close.
"
406,"Port :
"
407,"Sync and Publish Keys...
"
408,"API Reference
"
409,"Show workspace names in switcher
"
410,"Change this automatic playlist
"
411,"Close this window
"
412,"The whole body of a single unitary text, excluding any front or back matter
"
413,"KolourPaint cannot automatically crop the image as its border could not be located.
"
414,"Process view sort column
"
415,"Enter the width of the tic lines.
"
416,"The group $groupname doesn't exist
"
417,"The current FITS file has unsaved changes. Would you like to save before closing it?
"
418,"4: Render shadows, but no extended lights
"
419,"User canceled action 
"
420,"Click on a window to force the application to quit. To cancel press <ESC>.
"
421,"This icon will be displayed in the menu and toolbar.
"
422,"Read-only Directory.
"
423,"Move selected contacts to another address book
"
424,"Start all torrents
"
425,"& Path to CVS executable, or'cvs':
"
426,"Whether podcasts shows already played are automatically deleted when media device is connected.
"
427,"Select fields from the list below and drag them onto a form or click the ""Insert"" button
"
428,"Allow newlines
"
429,"Patching using
"
430,"Enable this option if you want KMail to request Message Disposition Notifications (MDNs) for each of your outgoing messages. This option only affects the default; you can still enable or disable MDN requesting on a per-message basis in the composer, menu item Options - > Request Disposition Notification.
"
431,"Color profile is not for RGB color space
"
432,"Missing current DN or new DN specification
"
433,"Show area URL tip
"
434,"Binding to show the on-screen keyboard
"
435,"Players are  and 
"
436,"Match any of the following
"
437,"Click this button to display a checkable list of mimetypes available on your system. When used, the file masks entry above will be filled in with the corresponding masks.
"
438,"Really delete this notebook?
"
439,"A sharpness of 0 has no effect, 1 and above determine the sharpen matrix radius that determines how much to sharpen the image.
"
440,"Insufficient memory to save image to callback
"
441,"If signature is local to the key ring and won't be exported with the key
"
442,"Window to Desktop 9
"
443,"a : alpha, b : bravo, c : charlie, d : delta, e : echo, f : foxtrot, g : golf, h : hotel, i : india, j : juliet, k : kilo, l : lima, m : mike, n : november, o : oscar, p : papa, q : quebec, r : romeo, s : sierra, t : tango, u : uniform, v : victor, w : whiskey, x : xray, y : yankee, z : zulu
"
444,"This relationship already exists. 
"
445,"Please choose a different relationship name
"
446,"Radical Lines for Conics
"
447,"& Use custom margins
"
448,"The event or to-do title
"
449,"Syntax error, command unrecognized
"
450,"Cannot open calendar:
"
451,"The number of questions already answered. May be shown as a percentage.
"
452,"Storyboardfiles are textfiles that are used to assemble a video from a list of single images, frameranges, videoclips, gif animations or audiofiles. (see STORYBOARDFILEDOC.txt for details)
"
453,"Santa Cruz de Barahona
"
454,"Open URL in a browser window
"
455,"Maximum wait time:
"
456,"When the menu is a submenu, position it this number of pixels offset vertically
"
457,"Default charset to display messages.
"
458,"Nothing to Trash
"
459,"Show available commands by domains
"
460,"Whether to show backup files
"
461,"Stop Animated Images
"
462,"Default expiry age for articles in days.
"
463,"A simple container to group widgets vertically
"
464,"Mark detected spam messages as read
"
465,"Whether or not Empathy should use the avatar of the contact as the chat window icon.
"
466,"Let others see what computer you are using
"
467,"Set the cell formatting to look like a percentage
"
468,"Trying to increment non-value id
"
469,"Click here to change the color for grade 5.
"
470,"Target couldn't be created
"
471,"View the image with negative colors
"
472,"Unable to publish the free/ busy data.
"
473,"The theme has been installed.
"
474,"- Network Tools
"
475,"Input specification when the underlying utility reads input data from its standard input.
"
476,"Get New Articles
"
477,"Paste the clipboard content into the current selection
"
478,"This is the list of files to open. More than one file can be specified by listing several files, separated by spaces.
"
479,"Could not start project in Final Mode.
"
480,"Select a month
"
481,"Smaller values give a more accurate selection border but may introduce holes in the selection
"
482,"Convert EOL to CR
"
483,"Action to take when a storage camera is plugged in.
"
484,"Replace all colors with shades of a specified color
"
485,"KPart Screen Saver
"
486,"One location is empty
"
487,"The faint magnitude limit for drawing asteroids.
"
488,"In local permit/deny
"
489,"The search results may be out of date or invalid. Do you want to disable the quick search feature?
"
490,"Script executed.
"
491,"AfterStep Classic, a window manager based on AfterStep v1.1
"
492,"A top-level section of document
"
493,"An unexpected error occured while trying
"
494,"The name of a database to use (without the .db)
"
495,"Only run tests modules which are found in the folder. Use the query option to select modules.
"
496,"Error editing connection
"
497,"Show or hide toolbar
"
498,"Text contains invalid UTF-8
"
499,"Paste the selected buffer
"
500,"The image data you are trying to paste has no color profile information. On the web and in simple applications the data are supposed to be in sRGB color format. Importing as web will show it as it is supposed to look. Most monitors are not perfect though so if you made the image yourself you might want to import it as it looked on you monitor. How do you want to interpret these data?
"
501,"Open downloaded vocabulary collections
"
502,"To-do List Preferences
"
503,"Virtual Mailbox (User 2)
"
504,"Sorry, there is no further information about this game.
"
505,"n:the number of balls drawn
"
506,"Wrap comment after this length:
"
507,"Command-line options
"
508,"-%c option does not take a value
"
509,"Developer mode not available.
"
510,"Script-Fu evaluation mode only allows non-interactive invocation
"
511,"Unable to find the GNOMEFILEDOMAINHELP domain.
"
512,"Enter the number of days before each birthday to display a reminder. This is in addition to the alarm which is displayed on the birthday.
"
513,"Cannot create search component
"
514,"Failed to parse XML structure
"
515,"Command to run when a keyboard is connected.
"
516,"Set Object Name
"
517,"Premature end of Fig file
"
518,"Next sequence in 3, 2...
"
519,"Specify the format for the date/ time label.
"
520,"Resize / Scale...
"
521,"Whether to show removed tiles.
"
522,"Lock/Unlock note
"
523,"Number of entries in Recent Files list:
"
524,"At Least
"
525,"Supporting the KDE Project
"
526,"Quadratic spline not closed
"
527,"Alternate the sign of shifts for each row
"
528,"A highly configurable and low resource window manager based on Blackbox
"
529,"Porting to KDE4. Current maintainer
"
530,"& Port:
"
531,"is not a valid character following a '<' character; it may not begin an element name
"
532,"Error unsubscribing from folder
"
533,"Encryption is not supported by this cipher
"
534,"No daemon/ServAuthDir specified.
"
535,"The radio action whose group this action belongs to.
"
536,"The confidence level should be between 0 and 1.
"
537,"No keyboard translator available. The information needed to convert key presses into characters to send to the terminal is missing.
"
538,"User defined word type 
"
539,"Cannot send message: no recipients defined.
"
540,"Reject all popup window requests.
"
541,"Set here the gamma adjustment of the image.
"
542,"Allow local system administrator login
"
543,"Page Setup For All Sheets
"
544,"Ignore words shorter than
"
545,"Couldn't parse layout: no width specified
"
546,"Allow temporary spots use
"
547,"Cannot view code until you generate some first.
"
548,"Per-image filter program
"
549,"Imply resource (not shown downstairs)
"
550,"Switch base to binary.
"
551,"If checked and if cddb support is available, an id3 tag will be appended
"
552,"& Select object to be opened after clicking button:
"
553,"Choose Your Operating System
"
554,"If you don't apply, the changes will be discarded.
"
555,"Select one of the sliders to change the parameter value dynamically. The values vary from 0 (left) to 100 (right).
"
556,"Enter here the name of your workgroup/ domain.
"
557,"Create separate toolbars
"
558,"Click to add a new to-do
"
559,"Select a point for the new ellipse to go through...
"
560,"Added  to session list.
"
561,"Determines how transparency should be indicated. Valid values are CHECKPATTERN, COLOR and NONE. If COLOR is chosen, then the trans-color key determines the color value used.
"
562,"An error occurred while getting the PDA's system data
"
563,"These items will be moved to Trash.
"
564,"A simple container to group buttons
"
565,"Bad certificate domain: Issuer:
"
566,"This color will be used if no other scheme is selected
"
567,"The replaced string is the same as the original
"
568,"OpenPGP Message - Encrypted
"
569,"Change the color temperature of the image
"
570,"Present the element number only
"
571,"For accessing Novell GroupWise servers
"
572,"There is no path to move.
"
573,"Selecting this option means that Evolution will only connect to your LDAP server if your LDAP server supports TLS.
"
574,"Whether played songs are submitted to Audioscrobbler
"
575,"Horizontally aligned capacitor
"
576,"Show statusbar in full screen mode
"
577,"Set a custom zoom factor
"
578,"Draw line below folded lines
"
579,"Reconnect to current MUD
"
580,"All messages will be displayed here.
"
581,"Illogical blocking times.
"
582,"Extract archives to the specified folder and quit the program
"
583,"Connection to Server Closed Unexpectedly
"
584,"Create a new window displaying this view
"
585,"Unable to read license file.
"
586,"Handheld - > PC
"
587,"The database has been externally modified. Overwrite changes?
"
588,"Dump the tree of the result instead
"
589,"The application has crashed. Information about the crash has been successfully collected. This application is not known to bug-buddy, therefore the bug report cannot be sent to the GNOME Bugzilla. Please save the bug to a text file and report it to the appropriate bug tracker for this application.
"
590,"Clear the search text
"
591,"Display the parent folder
"
592,"Goes to next line.
"
593,"Do not check Regular Expression
"
594,"FITS image is saturated and cannot be displayed.
"
595,"Convert to Indexed
"
596,"Downloading 
"
597,"... that pressing Ctrl while pasting the selection with the middle mouse button will append a carriage return after pasting the selection buffer?
"
598,"Configure Window Behavior...
"
599,"Run evince in presentation mode
"
600,"Enter the usemap value:
"
601,"Do you want to remove the channel or group {0} from the channel list?
"
602,"Print Manager Toolbar
"
603,"Check mail upon startup
"
604,"Conflicting options are present: an application should be interacted with, but --has been used
"
605,"Unable to connect to POP server. Error sending password
"
606,"A network error has occurred. The request has failed.
"
607,"Move current tab to right
"
608,"Enable H.245 tunneling
"
609,"deinterlace frames x 2 (even 1st)
"
610,"Unable to save file %(filename)s.
"
611,"Dash pattern used to draw the tree view lines
"
612,"Fetching cover for  - ...
"
613,"Behavior on middle click into the titlebar or frame of an inactive window.
"
614,"Could not login to .
"
615,"Do not apply internal transformations
"
616,"You can have your music automatically grouped in a variety of ways. Each grouping will create directories based upon the specified criteria.
"
617,"This enables or disables the entire SSL mode. If it is set to no, the SSL-enabled Samba behaves exactly like the non-SSL Samba. If set to yes, it depends on the variables ssl hosts and ssl hosts resign whether an SSL connection will be required. This is only available if the SSL libraries have been compiled on your system and the configure option --with-ssl was given at configure time.
"
618,"Try to keep the window below other windows
"
619,"The file  does not appear to be a valid cursor theme archive.
"
620,"Do not act recursively
"
621,"Error while opening audio input device
"
622,"Can't open for writing
"
623,"Nearest Size & Crop
"
624,"Hyponyms -... is a (kind of) 
"
625,"Open Preferences for the Text tool
"
626,"Cisco - FDDI Ring
"
627,"New wireless network
"
628,"Width of border around the main dialog area
"
629,"Get Unmount Command
"
630,"Unable to create transient display:
"
631,"Save the text of the definition to a file
"
632,"KDE Joystick Control Module
"
633,"No signature found!
"
634,"This note is locked.
"
635,"Cannot provide a certificate with no key, 
"
636,"Calculating percentage bars...
"
637,"Invoking help on CVS
"
638,"Trust to identify:
"
639,"DOS file time resolution
"
640,"Please wait while the file is loaded.
"
641,"invalid value '%ld' for icon type
"
642,"Name of plotted object
"
643,"Change field's name to and caption from to
"
644,"error occurred while waiting for data on socket
"
645,"List of people documenting the program
"
646,"... that you can assign custom colors to ELF objects/ C++ Classes/ Source Files for graph coloring in Settings- > Configure KCachegrind...?
"
647,"Eyepiece focal length, in millimeters
"
648,"Attempt to recognize columns in the text automatically.
"
649,"p, li {white-space: pre-wrap;} Width and Height of the tiles (must be a power of two)
"
650,"Update SLOX Calendar Resource
"
651,"Choose a folder for junk messages.
"
652,"When a conflict is detected between a local note and a note on the configured synchronization server:
"
653,"Ignorant of exit direction
"
654,"Ţ (#538;) Capital T, comma accent below
"
655,"Note: To get voice recognition working correctly and in full duplex mode: make sure Full duplex is checked in your Sound System options.
"
656,"Dynamic column header set for row %d
"
657,"Black has resigned.
"
658,"Consolidating to
"
659,"arguments not horizontal vectors
"
660,"Could not find a usable proxy configuration script
"
661,"Grid Visibility and Type
"
662,"Connection not yet opened
"
