,0
45,"साथै कार्यान्वयनको विभिन्न चरणहरुमा रहेका आयोजनाहरु अधिकांश रुपमा वैदेशिक सहायताबाट सञ्चालन भएकोर ती आयोजनाहरुलाई बन्द गर्दा श्रम र साधन मात्र खेर जाने नभई विगतको विकास प्रयासबाट अर्थतन्त्रले लाभ पनि उठाउन नसकिने तथ्यलाई दृष्टिगत गर्दा विकास खर्चमा विदेशी सहायताको अंश र कुल विदेशी सहायतामा ऋणको अंश २०४६/४७ को हाराहारीमा रहने अनुमान गरिएको छ।
"
46,"गार्बेज सम्पादकहरूले संस्थागत अमेरिकाको असल व्यक्ति र खराब केटाहरू चिन्ने प्रयत्नमा सुपरमार्केटको खुल्ला खण्डहरूमार्फत बबण्डरपूर्ण भद्रगोलमा उल्लेखनीय शक्ति खन्याए ।
"
47,"दोस्रो खण्डको परिमाण मङ्‍गलबारको १४ मिलियनबाट बढेर १८ मिलियन सेयरको अनुमान गरिएको थियो ।
"
48,"फलस्वरुप आर्थिक तथा सामाजिक सेवाको साधारण खर्चको अंश कुल साधारण खर्चमा घट्न गयो।
"
49,"त्यसो भए तापनि , श्री सालमोरका अनुसार विज्ञापन `` अति प्रभावकारी '' थियो किनभने यसले श्री कोर्टरको विश्‍वासनीयताबारे प्रश्‍न उठायो ।
"
50,"यस नीतिले औद्योगिक क्षेत्रमा रहेको शंका र अनिश्चितताको वातावरण र विसङ्धतिलाई समाप्त पारेको छ।
"
51,"संस्था आफ्नो स्थापनाकालिन मुख्य सिद्धान्तहरूबाट यति विमुख भइसकेको छ कि अहिले सोभियतहरू समेत आफूसँग त्यस्तो मित्रवत रहेको संस्थाको बारेमा जान्न इच्छुक भएका छन् । 
"
52,"उनी बालकलाई काखमा बोकेर हातखु्ट्टाको जाँच गरिरहेका थिए।
"
53," व्यापक प्रयोग गरिएका यस्ता परीक्षणहरू म्याकमिलान/म्याक्ग्रको CAT र मौलिक दक्षताको अन्तिम परीक्षा ; र हार्कोर्ट ब्रेस जोवानोविक संस्थाको महानगरिय कार्य सम्पादन परीक्षा र स्ट्यानफोर्ड कार्य सम्पादन परीक्षा हुन् ।
"
54,"धेरैजसो खरिद अघिल्लो सत्रको निरन्तरता थियो , र व्यापारीहरूले चिलीको खानी हडताल यो सुरु हुनुभन्दा पहिले नै समाप्त भइसकेको हुन सक्दछ भन्‍ने प्रतिवेदनलाई स्पष्‍टसँग उपेक्षा गरे , एक विष्‍लेषकले बताए ।
"
55,"गिउलियानी विज्ञापनबाट दंशित श्री डिकिन्सका टिभि परामर्शदाताहरू रोबर्ट श्रुम तथा डेभिड डोयकले अन्तत: तिनीहरूको आफ्नो नकरात्मक विज्ञापनलाई सार्वजनिक गरे ।
"
56,"यसको लागि खास गरी सरकारी अनुत्पादनक खर्चमा कमी  ल्याउनु पर्ने, सस्थानहरुको कार्यकुशलतामा बृद्धि ल्याउनुपर्ने, मूल्य स्थितिको नियमित अनुगमन गर्नु वैदेशिक व्यापारमा सन्तुलन ल्याउन जोड दिनुपर्ने र आवश्यक वस्तुहरुको आपूर्ति र वितरण व्यवस्थामा सुधार  ल्याउनुपर्नेछ।
"
57,"यसले सक्षमता विधिहरूलाई केन्द्र मानेर मानव अवस्थाको अध्ययनलाई समावेश गर्दछ।
"
58,"तपाईँ वरिपरि व्यवसायीक खेलाडीहरूलाई वा लेखापालहरूलाई हेर्नुहोस् ... र कसैले पनि अचम्म मान्दैन ।
"
59,"विविधता जीवनको मसला हो।
"
60,"`` प्रष्टत: आयोगले यो अवधारणामा साँच्चिकै विश्‍‌वास गरेन ।
"
61,"धेरैजसो राम्रा राम्रा पुस्तकालयहरूले यो आवश्यकता पूरा गरिदिनसक्छन्।
"
62,"तर धेरै नम्बर ल्याउनुमा सबैभन्दा महत्त्वपुर्ण स्रोत परीक्षामा विद्यार्थीको सुधार हुनु थियो ।
"
63,"फेरि बाह्य तथ्याङ्क पनि दुई किसिमका हुन्छ (i) प्राथमिक तथ्याङ्क (ii) द्वितीयक तथ्याङ्क।
"
64,"तैपनि खेल केही सुस्त हुन्छ कि भनेर उत्सुक नभइरहन कोही पनि सक्दैन । 
"
65,"विकसित देशहरूमा जनताको जीवनशैली आफ्नो अवस्था बिस्तारै पुगेको छ।
"
66,"लन्डनमा अवस्थित इन्जिनियरिङ तथा निर्माण कम्पनीसहित धेरै बहुराष्ट्रिय कम्पनीहरू सञ्चालन गर्ने म्याकअल्पाइन परिवारले मेरिडियन नेसनललाई ५००,००० डलर ऋण पनि दियो ।
"
67,"ग्रामीण सिंचाइ, खानेपानी, विद्युत् तथा सञ्चारको व्यवस्था, ग्रामीण उद्योगहरु, पर्यटन उद्योग आदिको विकासका लागि आवश्यक पूर्वाधारहरु तयार गरिनेछन्। झोलुङ्धेपुल, विद्यालय तथा स्वास्थ्य सुविधाजस्ता जीवनका आधारभूत सेवा उपलब्ध गराई ग्रामीण जनतालाई ग्रामीण क्षेत्रमा नै बस्न आकर्षक हुने वातावरणको सिर्जना गर्न मद्दत गरिनेछ।
"
68,"यस सम्बन्धमा प्रहरीहरूले पनि विद्यालयलाई सहयोग गर्न सक्छन्।
"
69,"म्याकडर्मोट इन्टरनेसनल इन्कर्पोरेटिडले यसको ब्याबकक एन्ड विल्कोक्स एकाइले आफ्नो बेइले कन्ट्रोल्ज ओपरेसन्जको बिक्री फिनमेकानिका एस.पी.ए. लाई २९५ मिलियन डलरमा पूरा गरेको बतायो ।
"
70,"हारुकी मुराकामीको `` एउटा जङ्‍गली भेँडाको लखेटाइ "" -- कोडन्सा , ३२० पृष्‍ठ , १८.९५ डलर -- मा अमेरिकी दृष्टिकोणबाट विचार गर्दा , प्रशान्तको दुवै तर्फ बच्चा विस्फोट अवधिमा जन्मेका सबैमा धेरै कुरा साझा छन् ।
"
71,"वर्षौँ यो वर्गमा उच्चकोटीका समुह समावेश रह्यो -- बोर्डो पहिलो उत्पादन -- लेफिट-रोथ्चाइल्ड , लातोर , हाउट-ब्रिओन , पेत्रस -- , ग्र्यान्ड क्रु बर्गन्डिज -- रोमानी-कोन्टी तथा ला तासे -- डिलक्स स्याम्पेन -- डोम पेरिग्‍नोन अथवा रोडरर क्रिस्टल -- , हलुका मिठो वाइन -- जर्मनीको साटो यक्‍वेम अथवा ट्रोकेनबिरेनाउस्लेसेन रेस्लिङ्ज , र तुस्कानीको बियोन्डी-सान्टी ब्रुनेलो रिजर्भा -- ।
"
72,"केही सफा सार्वजनिक सेवा प्रदायकहरूको प्रतिनिधित्त्व गर्ने कानुननिर्माताहरू तिनीहरूको अम्ल-वर्षा मामलालाई सम्बोधन गर्न प्रशासन विधेयकमा तालमेल मिलाउने बाटो आविष्कार गर्न ह्वाइट हाउससँग चुपचापसँग काम गरिरहेका छन् ।
"
73,"`` यसले हामीलाई के बताउँछ भने अमेरिकी व्यापार कानुनले काम गरिरहेको छ , "" उहाँले भन्नुभयो ।
"
74," प्रमुख कार्यकारीको रूपमा उहाँले गर्दै आउनुभएको काम अध्यक्ष जे बी. ल्याङ्‍गनरले सम्हाल्नुहुनेछ ।
"
75,"स्टिल शाखामा सञ्‍चालन मुनाफा ११ % ले झरेर ८५ मिलियन डलरमा आयो ।
"
76,"दक्षिणपूर्वी एसियामा जापानको प्रतिबद्धतामा विदेशी सहयोग तथा व्यापारमा अत्यधिक वृद्धिसमेत समावेश छ ।
"
77," साथै धेरै वर्षदेखि निर्माणाधीन अवस्थामा रहेका केही ठूला सित्र्चाइ योजनाहरु अब आर्थिक दृष्टिकोणले लागत प्रभावकारी हुन नसक्ने प्रवल सम्भावना भएकोले त्यस्ता आयोजनाहरुको  कार्यान्वयनको औचित्यतामा शङ्का उत्पन्न भएको छ। 
"
78,"र केही अन्‍न विश्‍लेषकहरू निर्यातकहरूले सोभियतलाई उनीहरूको कर्तव्य पूरा गर्न पर्याप्‍त अन्‍न पाउन व्यापक खोजतलास गरिरहेकोले यो महिना मकैको मूल्य गुँडुल्किन सक्ने अनुमान गरिरहेका छन् ।
"
79," पत्रपत्रिका : बेके समूह इन्कर्पोरेटिडले ३० सामुदायिक पत्रिका र ७ मिलियन डलरको वार्षिक बिक्री रहेको एटलान्टिक प्रकाशन संस्था अभिग्रहण गर्न स्वीकार गर्‍यो ।
"
80,"तिनीहरू अपरिष्कृत भए तापनि यी प्रारम्भिक पिसीहरूले घर तथा कार्यालयको लागि डेस्कटप मोडलमा तीव्र उत्पादन विकासको सुरुवात गरे ।
"
81,"अप्रशोधित तेलले जमिन तथा जल यातायात सञ्जालमा कोइलालाई प्रतिस्थापन गर्‍यो।
"
82,"श्री लिमन्जले यो आनुवांशिक हस्तक्षेपले त्यस बिरुवाको विकासमा कुनै नोक्सान नगर्ने कुरा बताउनुभयो । 
"
83,"खर्चको हिसाबबाट विचार गर्दा करिब करिब योजनामा छुट्याइएको पूरा रकम विभिन्न क्षेत्रको विकासका काममा खर्च भएको छ।
"
84,"`` या त मारामार हुन गइरहेको छ , या शहरमा एक मात्र खेलाडी रहन सक्दछ , "" एक व्यक्तिले भने । 
"
85,"`` वाइल्डरले कोलम्यान गभर्नरको रूपमा निर्वाचित हुन जे पनि भन्न सक्छ र अझ महत्वपूर्ण कुरा कोलम्यानमाथि सबै नकारात्मक अभियानको लागि जिम्मेवारी थोपर्न सफल भइसकेको छ भन्ने कुरा बुझिसकेका छन् । ''
"
86,"आर्थिक रूपले यो कहिल्यै पूर्वावस्थामा फर्केन ; सम्पादकीयको दृष्टिले यसको आफ्नै महत्व थियो ।
"
87,"तर ऊ कम्पनीमा कुनै प्रभाव पार्न भने सफल भएको छैन ।
"
88,"विदेशी प्राथमिक दर : क्यानडा १३.५० % ; जर्मनी ९ % ; जापान ४.८७५ % ; स्विजरल्यान्ड ८.५० % ; ब्रिटेन १५ % ।
"
89,"यसका समर्थकहरूले आफ्ना समुहका हरेक प्रभावशाली सदस्यहरूलाई परिचालन गरे -- लोकपृय नगरप्रमुख , च्याम्बर अफ कमर्स , मुख्य सञ्चार माध्यमहरू -- र प्रबर्द्धनमा १००,००० डलर खर्च गरे ।
"
90,"हामीले यी कुत्सित क्रियाकलापको निन्दा गर्नु उपयुक्त हो।
"
91,"यसै तथ्यलाई  मनन गरी आठौं योजनामा पूँजी लगानीको साथसाथै युगौंदेखि रहिआएको र पञ्चायती व्यवस्थाले सम्बर्द्धन गरेको परम्परावादी सामाजिक मूल्य एवं मान्यता र असक्षम प्रशासनिक व्यवस्थाको सुधार गरी विकासको लागि उपयुक्त वातावरणको सिर्जना गरिनेछ।
"
92,"लस एन्जल्सका पाउलिन योसिहासीले यस लेखलाई उपलब्ध गराउनु भयो ।
"
93,"यो बेलयात भएकोले समान अवसरका लागि कुनै महिलाले उजुरी दिएका छैनन् , तर गएको ग्रीष्ममा घण्टवादकहरूको साप्ताहिक समाचारपत्र `` द रिङ्गीङ वर्ल्ड '' मा पत्रहरूको एउटा शृङ्‍खलामार्फत् समस्याको हद बाहिर आयो ।
"
94,"श्रम विभागले दुई पेन्सिल्भानिया कारखानामा स्वास्थ्य तथा सुरक्षा उल्लङ्घनका धेरै घटनाका लागि युएसएक्स संस्थालाई कारबाही गर्यो , र रोजगारदाताले कार्यस्थानमा भएको कानुन उल्लङ्घनको आरोपमा अहिलेसम्म प्रस्ताव गरेको सबभन्दा ठूलो सजाय ७.३ मिलियन डलर क्षतिपूर्ति प्रस्ताव गर्‍यो ।
"
95,"एउटा लेखकले किन यस दु:खपूर्ण अवस्थालाई विश्‍वास गर्नुपर्दछ , उच्‍च विचारशिल आश्‍वासनको टिप्पणीको किन आवश्यक हुन्छ भन्‍ने जस्ता प्रश्‍नहरूको यस पुस्तक पढेर टाँसिने औँला र पसिना निकाल्ने छलहरूको उत्तर दिनु पर्दछ ।
"
96,"यदि तिनीहरू बुइकको परीक्षण ड्राइभ गर्छन् भने तिनीहरूले अमेरिकी एक्सप्रेस क्याल्कुलेटर प्राप्त गर्दछन् ।
"
97," खेलाडीहरूको औसत उमेरको कसैले पनि लेखाजोखा गरेका छैनन् , तर धेरैजसो ३० को दशकको अन्ततिरका *-1 देखिन्छन् । 
"
98,"केही नविनतम् वाइनहरूले प्रति बोतल ९० डलरदेखि १०० डलर वा त्यस्तैमा समेत झन्डै सस्तो बिक्री मूल्य राख्दछन्। ""
"
99,"विशाल ताल र आन्ध्रमहासागरीय तटका बन्दरगाहहरूले न्युओर्लियन्समा दबाब घटाउन पनि सक्दछन् ।
"
100,"विश्‍वभरिका सबैभन्दा मूल्यवान अङ्‍गुर बगैचाहरूमध्ये ७२ बगैँचा डोमेन दे ला रोमानी-कोन्तीका छवटा वाइनले धेरै वर्षदेखि तीन अङ्‍कको मूल्य क्षेपक कायम राखेका छन् ।
"
101,"कम्पनीको क्याम्पबेल अमेरिकी शाखाका अध्यक्ष ५३ वर्षीय हर्बर्ट एम. बउम र प्रमुख वित्त अधिकृत ४७ वर्षीय एडविन एल. हार्परले उत्तराधिकारी नियुक्त नहुञ्जेलसम्म जिम्मेवारीहरू बराबर नै बाँडेर क्याम्प्बेललाई समूहको रूपमा सञ्चालन गर्नेछन् ।
"
102,"र धेरै बाधा बनाउने , धेरै गलत कार्य गर्ने भनी दोष लगाइएका विद्यार्थीहरू नभइ शिक्षकहरू छन् ।
"
103,"यसले गर्दा योजनावधिमा प्राप्त हुन सक्ने साधनको अनुमान ज्यादै हचुवाको भरमा हुने गर्थ्यो
"
104,"विद्युतीय धितोपत्र बजारका लागि स्वयंसञ्चालित सङ्गठन धितोपत्र व्यवसायी राष्‍ट्रिय संघले विभिन्न फर्म तथा व्यक्तिहरूलाई उद्योगको नियम उलङ्‍घन गरेको आरोपमा दण्ड दियो ।
"
105,"पर्यटन नेपाली अर्थतन्त्रका मुख्य आधारहरूमध्ये एक हो।
"
106,"हिजो बुस प्रशासनका एक व्यक्ति पोल्यान्डमा युरोपेली समुदायबाट प्राप्त हुने अरू थपसमेत १०० मिलियन डलर जतिको खाद्य सहयोग पठाउने अमेरिकाको उद्देश्यको बारे कुराकानी गर्न संसदीय कृषि समितिसमक्ष उपस्थित भए ।
"
107,"बजारलाई तीव्र गतिमा धेरै तल गिर्नबाट रोक्‍ने उपायको एउटा सक्षिप्त नाम ।
"
108,"११.
"
109,"सुनुवाइपछिको पत्रकार सम्मेलनमा बजारको संवेदनशीलताबारे सार्वजनिक रूपमा चासो व्यक्त गर्नुभएका श्री फेलानले आफूले संसदीय वित्त तथा दूरसञ्चार उपसमितिलाई विधेयकमा `` धितोपत्र तथा विनिमय आयोग भाषासँग सहज भएको खण्डमा '' आफूले स्वचालित सेयर कारोबारमा रोकावट ल्याउने प्रस्तावलाई समर्थन गर्ने बताएको जानकारी गराउनुभयो ।
"
110,"तिनीहरूले गरेको हदसम्म तिनीहरूको चासो वित्तीय जवाफदेहीता सुनिश्‍चित गर्नु थियो ।
"
111,"उहाँको अर्को विकल्प ९० दिन जेल जानु थियो ।
"
112,"आर्थिक वर्ष २०४७/४८ मा विदेशी  पर्यटकहरुको संख्या २७९,७४७ भएकोमा सो संख्यामा करीब ७.८ प्रतिशत बृद्धि भई २०४८/४९ मा विदेशी पर्यटकहरुको संख्या ३०१,४९६ पुग्न गयो। 
"
113,"व्याज दर र डलरको सम्बन्धमा अनिश्‍चितताको कारण संस्थाहरू प्रायः किनारामै बसिरहे ।
"
114,"अझ खराब , बेसबल अधिकारी लरेन्स रिटर भन्‍नुहुन्छ , `` कसैलाई हृदयाघात हुनेछ र पूरै कथाको अन्त्य त्यही हुनेछ । 
"
115,"थाइ मन्त्रीमण्डलले दुई वर्षपछि हुने विश्‍व बैंक तथा अन्तर्राष्ट्रिय मुद्रा कोषको संयुक्त बैठकको लागि १९ मिलियन डलरको सम्मेलन केन्द्र निर्माण गर्ने अर्थमन्त्री प्रमुअल साभाबासुको प्रस्ताव अनुमोदन गर्‍यो । 
"
116,"प्रस्तावित लगानी ढाँचाका  प्रमुख तीन आधारहरु रहेका छन्।
"
117,"लेखकले विद्यार्थीको दुई अक्षरको व्यञ्‍जन स्वरको ज्ञान परीक्षण गरिने CAT खण्डमा पाँच कक्षाका विद्यार्थिले जान्‍नै पर्ने अन्य स्वरहरूलाई उपेक्षा गरेर प्राप्ताङ्‍क उच्‍च गर्नेले परीक्षा हुने जस्तै स्वरमा केन्द्रित भएको टिप्पणी गरे ।
"
118," उच्‍च-प्रविधियुक्त चिकित्सकीय उपकरणको वेल्यान्ड , मासाचुसेट्सका एक निर्माता क्यान्डेला लेजर कर्पोरेसनसँगको कारोबारलाई लिऊँ , जसले तीन वर्ष अगाडि जापानलाई निर्यात बजारको रूपमा आफ्नो आँखा गाडेको थियो ।
"
119,"यद्यपि , टोनी लामाले प्रस्तावलाई यथाशीघ्र कम्पनीको सञ्चालक समितिको विशेष समितिमा पेश गर्ने कुरा बतायो ।
"
120,"जापानी व्यवहारमा बढ्दो अन्तर्राष्ट्रिय रूचिले पनि आगोमा घ्यू थपेको छ ।
"
121,"अन्तरराष्ट्रिय सङ्गठनहरूका लागि सहायक मन्त्री जोन बोल्टनले कङ्ग्रेसलाई अटुट `` राज्यकेन्द्रीत , नियन्त्रणमुखी , अप्रजातान्त्रिक '' कार्यक्रमहरूले निकट भविष्यमै पुनर्प्रवेशलाई `` एकदमै असम्भव '' बनाएको बताउनुभयो । 
"
122,"डिस्को र निजी क्लबहरू प्रतिबन्धबाट विमुक्त छन् , र बारहरूमा खाना खाने अवधिभरबाहेक धुमपानलाई अनुमति दिइएको छ , एक अधिकारीले बताए । 
"
123,"२०४९ मा नयाँ नीति आइसकेपछि आषाढसम्ममा उल्लेखनीय रुपमा नयाँ उद्योगहरु स्थापनाको लागि अनुमति प्रदान भइसकेको  छ।
"
124,"ओलिभर बर्निलर बेभर्ली हिल्स , क्यालिफोर्निया
"
125,"आफ्नो उद्देश्यलाई दुई विषयहरूमा सीमित राखेर गार्बेजले केही सम्भावित विज्ञापनदाताहरूलाई एक्ल्याएको छ र अरूको क्रोधलाई बढाएको छ ।
"
126,"श्री याकरमनले पहिले नै श्री एडलमनलाई इन्टेलोजिकसँग सम्बद्ध एक डेटाप्वाइन्ट कर्पोरेसनको सभापतिको हैसियतबाट हटाउन प्रयास गरिरहनुभएको छ ।
"
127,"विगतमा नेपालको अर्थतन्त्र आर्थिक बृद्धिदरमा बृद्धि र अर्थतन्त्रमा स्थायित्व कायम गर्ने दुवै हिसाबले पनि निकै कमजोर रहेको थियो। 
"
128,"हेराल्डको खेल समाचार प्रकाशन र कला समालोचनाको पनि उच्च कदर गरिन्थ्यो ।
"
129,"वाल स्ट्रिटले श्री म्याकगोभर्नको बिदाइ र यसको परिणामबारे सकारात्मक रूपले प्रतिक्रिया दियो ।
"
130," जापानी कम्पनीहरूले वर्षौँदेखि साना तथा मझौला-स्तरका अमेरिकी फर्महरूलाई वर्षौंसम्म पूँजी लगानी गरेका छन् , तर कही महिना मात्रै अघि यो घटनाक्रम रोकिएको छ ।
"
131,"उनीहरू निरन्तर बाझाबाझ, झगडा गर्दै अन्तत: दु:खी हुन पुग्दछन्।
"
132,"धेरै पटक चिनिया सुरक्षाकर्मीहरूले अमेरिकी कूटनीतिज्ञहरूका साना बच्‍चाहरूलाई आफ्ना स्वचालित राइफल ताकेका छन् र ट्रिगर दबाएका छन् ।
"
